"scientificName_original","site","endemic","scientificName_cleaned","genus","species","scientificName_parsed","class","order","valid_AphiaID"
"Galeus piperatus (LC)","Archipiélago de Revillagigedo",,"Galeus piperatus","Galeus","piperatus","Galeus piperatus","Elasmobranchii","Carcharhiniformes",271363
"Parmaturus xaniurus (LC)","Archipiélago de Revillagigedo",,"Parmaturus xaniurus","Parmaturus","xaniurus","Parmaturus xaniurus","Elasmobranchii","Carcharhiniformes",282166
"Carcharhinus brachyurus (NT)","Archipiélago de Revillagigedo",,"Carcharhinus brachyurus","Carcharhinus","brachyurus","Carcharhinus brachyurus","Elasmobranchii","Carcharhiniformes",217341
"Carcharhinus falciformis (VU)","Archipiélago de Revillagigedo",,"Carcharhinus falciformis","Carcharhinus","falciformis","Carcharhinus falciformis","Elasmobranchii","Carcharhiniformes",105789
"Carcharhinus longimanus (CR)","Archipiélago de Revillagigedo",,"Carcharhinus longimanus","Carcharhinus","longimanus","Carcharhinus longimanus","Elasmobranchii","Carcharhiniformes",105794
"Carcharhinus obscurus (EN)","Archipiélago de Revillagigedo",,"Carcharhinus obscurus","Carcharhinus","obscurus","Carcharhinus obscurus","Elasmobranchii","Carcharhiniformes",105796
"Prionace glauca (NT)","Archipiélago de Revillagigedo",,"Prionace glauca","Prionace","glauca","Prionace glauca","Elasmobranchii","Carcharhiniformes",105801
"Sphyrna tiburo (LC)","Archipiélago de Revillagigedo",,"Sphyrna tiburo","Sphyrna","tiburo","Sphyrna tiburo","Elasmobranchii","Carcharhiniformes",158517
"Sphyrna zygaena (VU)","Archipiélago de Revillagigedo",,"Sphyrna zygaena","Sphyrna","zygaena","Sphyrna zygaena","Elasmobranchii","Carcharhiniformes",105819
"Pteroplatytrygon violacea (LC)","Archipiélago de Revillagigedo",,"Pteroplatytrygon violacea","Pteroplatytrygon","violacea","Pteroplatytrygon violacea","Elasmobranchii","Myliobatiformes",158540
"Mobula japanica (EN)","Archipiélago de Revillagigedo",,"Mobula japanica","Mobula","japanica","Mobula japanica","Elasmobranchii","Myliobatiformes",105858
"Mola mola (VU)","Archipiélago de Revillagigedo",,"Mola mola","Mola","mola","Mola mola","Actinopteri","Tetraodontiformes",127405
"Chelonia mydas (EN)","Archipiélago de Revillagigedo",,"Chelonia mydas","Chelonia","mydas","Chelonia mydas",,"Testudines",137206
"Eretmochelys imbricata (CR)","Archipiélago de Revillagigedo",,"Eretmochelys imbricata","Eretmochelys","imbricata","Eretmochelys imbricata",,"Testudines",137207
"Lepidochelys olivacea (VU)","Archipiélago de Revillagigedo",,"Lepidochelys olivacea","Lepidochelys","olivacea","Lepidochelys olivacea",,"Testudines",220293
"Dermochelys coriacea (VU)","Archipiélago de Revillagigedo",,"Dermochelys coriacea","Dermochelys","coriacea","Dermochelys coriacea",,"Testudines",137209
"Cycloseris curvata  (VU)","Archipiélago de Revillagigedo",,"Cycloseris curvata","Cycloseris","curvata","Cycloseris curvata","Anthozoa","Scleractinia",716444
"Cycloseris elegans  (VU)","Archipiélago de Revillagigedo",,"Cycloseris elegans","Cycloseris","elegans","Cycloseris elegans","Anthozoa","Scleractinia",716444
"Fungia distorta  (LC)","Archipiélago de Revillagigedo",,"Fungia distorta","Fungia","distorta","Fungia distorta","Anthozoa","Scleractinia",207326
"Fungia vaughani  (LC)","Archipiélago de Revillagigedo",,"Fungia vaughani","Fungia","vaughani","Fungia vaughani","Anthozoa","Scleractinia",207327
"Pavona clavus (LC)","Archipiélago de Revillagigedo",,"Pavona clavus","Pavona","clavus","Pavona clavus","Anthozoa","Scleractinia",207318
"Pavona duerdeni (LC)","Archipiélago de Revillagigedo",,"Pavona duerdeni","Pavona","duerdeni","Pavona duerdeni","Anthozoa","Scleractinia",207315
"Pavona gigantea (LC)","Archipiélago de Revillagigedo",,"Pavona gigantea","Pavona","gigantea","Pavona gigantea","Anthozoa","Scleractinia",289201
"Pavona maldivensis (LC)","Archipiélago de Revillagigedo",,"Pavona maldivensis","Pavona","maldivensis","Pavona maldivensis","Anthozoa","Scleractinia",207309
"Pavona minuta (NT)","Archipiélago de Revillagigedo",,"Pavona minuta","Pavona","minuta","Pavona minuta","Anthozoa","Scleractinia",207317
"Pavona varians (LC)","Archipiélago de Revillagigedo",,"Pavona varians","Pavona","varians","Pavona varians","Anthozoa","Scleractinia",207303
"Pocillopora capitata (LC)","Archipiélago de Revillagigedo",,"Pocillopora capitata","Pocillopora","capitata","Pocillopora capitata","Anthozoa","Scleractinia",289246
"Pocillopora damicornis (LC)","Archipiélago de Revillagigedo",,"Pocillopora damicornis","Pocillopora","damicornis","Pocillopora damicornis","Anthozoa","Scleractinia",206953
"Pocillopora effusa","Archipiélago de Revillagigedo",,"Pocillopora effusa","Pocillopora","effusa","Pocillopora effusa","Anthozoa","Scleractinia",763797
"Pocillopora grandis","Archipiélago de Revillagigedo",,"Pocillopora grandis","Pocillopora","grandis","Pocillopora grandis","Anthozoa","Scleractinia",206952
"Pocillopora ligulata  (LC)","Archipiélago de Revillagigedo",,"Pocillopora ligulata","Pocillopora","ligulata","Pocillopora ligulata","Anthozoa","Scleractinia",206959
"Pocillopora meandrina (LC)","Archipiélago de Revillagigedo",,"Pocillopora meandrina","Pocillopora","meandrina","Pocillopora meandrina","Anthozoa","Scleractinia",206964
"Pocillopora verrucosa (LC)","Archipiélago de Revillagigedo",,"Pocillopora verrucosa","Pocillopora","verrucosa","Pocillopora verrucosa","Anthozoa","Scleractinia",206954
"Pocillopora woodjonesi (LC)","Archipiélago de Revillagigedo",,"Pocillopora woodjonesi","Pocillopora","woodjonesi","Pocillopora woodjonesi","Anthozoa","Scleractinia",289252
"Porites arnaudi (LC)","Archipiélago de Revillagigedo",,"Porites arnaudi","Porites","arnaudi","Porites arnaudi","Anthozoa","Scleractinia",288888
"Porites australiensis (LC)","Archipiélago de Revillagigedo",,"Porites australiensis","Porites","australiensis","Porites australiensis","Anthozoa","Scleractinia",207249
"Porites lichen (LC)","Archipiélago de Revillagigedo",,"Porites lichen","Porites","lichen","Porites lichen","Anthozoa","Scleractinia",207228
"Porites lobata (NT)","Archipiélago de Revillagigedo",,"Porites lobata","Porites","lobata","Porites lobata","Anthozoa","Scleractinia",207225
"Porites lutea  (LC)","Archipiélago de Revillagigedo",,"Porites lutea","Porites","lutea","Porites lutea","Anthozoa","Scleractinia",207246
"Porites panamensis (LC)","Archipiélago de Revillagigedo",,"Porites panamensis","Porites","panamensis","Porites panamensis","Anthozoa","Scleractinia",288912
"Psammocora profundacella  (LC)","Archipiélago de Revillagigedo",,"Psammocora profundacella","Psammocora","profundacella","Psammocora profundacella","Anthozoa","Scleractinia",207271
"Psammocora superficialis  (LC)","Archipiélago de Revillagigedo",,"Psammocora superficialis","Psammocora","superficialis","Psammocora superficialis","Anthozoa","Scleractinia",207271
"Tubastraea coccinea ","Archipiélago de Revillagigedo",,"Tubastraea coccinea","Tubastraea","coccinea","Tubastraea coccinea","Anthozoa","Scleractinia",291251
"Tubastrea tagusensis ","Archipiélago de Revillagigedo",,"Tubastrea tagusensis","Tubastrea","tagusensis","Tubastrea tagusensis","Anthozoa","Scleractinia",291256
"Eugorgia sp. ","Archipiélago de Revillagigedo",,"Eugorgia sp.",,,,,,
"Gorgonia sp. ","Archipiélago de Revillagigedo",,"Gorgonia sp.",,,,,,
"Leptogorgia sp. ","Archipiélago de Revillagigedo",,"Leptogorgia sp.",,,,,,
"Pacifigorgia adamsii ","Archipiélago de Revillagigedo",,"Pacifigorgia adamsii","Pacifigorgia","adamsii","Pacifigorgia adamsii","Anthozoa","Alcyonacea",290566
"Pacifigorgia agassizii ","Archipiélago de Revillagigedo",,"Pacifigorgia agassizii","Pacifigorgia","agassizii","Pacifigorgia agassizii","Anthozoa","Alcyonacea",290567
"Eunicea mammosa ","Archipiélago de Revillagigedo",,"Eunicea mammosa","Eunicea","mammosa","Eunicea mammosa","Anthozoa","Alcyonacea",283254
"Muricea plantaginea","Archipiélago de Revillagigedo",,"Muricea plantaginea","Muricea","plantaginea","Muricea plantaginea","Anthozoa","Alcyonacea",874479
"Isostichopus fuscus (EN)","Archipiélago de Revillagigedo",,"Isostichopus fuscus","Isostichopus","fuscus","Isostichopus fuscus","Holothuroidea","Synallactida",529516
"Hyotissa hyotis","Archipiélago de Revillagigedo",,"Hyotissa hyotis","Hyotissa","hyotis","Hyotissa hyotis","Bivalvia","Ostreida",216636
"Asteropsis carinifera","Archipiélago de Revillagigedo",,"Asteropsis carinifera","Asteropsis","carinifera","Asteropsis carinifera","Asteroidea","Valvatida",213177
"Leiaster teres","Archipiélago de Revillagigedo",,"Leiaster teres","Leiaster","teres","Leiaster teres","Asteroidea","Valvatida",370924
"Diadema mexicanum","Archipiélago de Revillagigedo",,"Diadema mexicanum","Diadema","mexicanum","Diadema mexicanum","Echinoidea","Diadematoida",513223
"Eucidaris thouarsii","Archipiélago de Revillagigedo",,"Eucidaris thouarsii","Eucidaris","thouarsii","Eucidaris thouarsii","Echinoidea","Cidaroida",513266
"Echinometra vanbrunti","Archipiélago de Revillagigedo",,"Echinometra vanbrunti","Echinometra","vanbrunti","Echinometra vanbrunti","Echinoidea","Camarodonta",513244
"Acanthaster planci","Archipiélago de Revillagigedo",,"Acanthaster planci","Acanthaster","planci","Acanthaster planci","Asteroidea","Valvatida",213289
"Mithrodia bradleyi","Archipiélago de Revillagigedo",,"Mithrodia bradleyi","Mithrodia","bradleyi","Mithrodia bradleyi","Asteroidea","Valvatida",370915
"Toxopneustes roseus","Archipiélago de Revillagigedo",,"Toxopneustes roseus","Toxopneustes","roseus","Toxopneustes roseus","Echinoidea","Camarodonta",513609
"Lobatus galeatus","Archipiélago de Revillagigedo",,"Lobatus galeatus","Lobatus","galeatus","Lobatus galeatus","Gastropoda","Littorinimorpha",1429806
"Hexaplex princeps","Archipiélago de Revillagigedo",,"Hexaplex princeps","Hexaplex","princeps","Hexaplex princeps","Gastropoda","Neogastropoda",596162
"Tripneustes depressus","Archipiélago de Revillagigedo",,"Tripneustes depressus","Tripneustes","depressus","Tripneustes depressus","Echinoidea","Camarodonta",513619
"Spondylus limbatus","Archipiélago de Revillagigedo",,"Spondylus limbatus","Spondylus","limbatus","Spondylus limbatus","Bivalvia","Pectinida",207886
"Arbacia incisa","Archipiélago de Revillagigedo",,"Arbacia incisa","Arbacia","incisa","Arbacia incisa","Echinoidea","Arbacioida",513125
"Astrocaneum spinosum ","Archipiélago de Revillagigedo",,"Astrocaneum spinosum","Astrocaneum","spinosum","Astrocaneum spinosum","Ophiuroidea","Euryalida",243148
"Henricia clarki ","Archipiélago de Revillagigedo",,"Henricia clarki","Henricia","clarki","Henricia clarki","Asteroidea","Spinulosida",369104
"Henricia seminudus ","Archipiélago de Revillagigedo",,"Henricia seminudus","Henricia","seminudus","Henricia seminudus","Asteroidea","Spinulosida",369144
"Asterina agustincasoi ","Archipiélago de Revillagigedo",,"Asterina agustincasoi","Asterina","agustincasoi","Asterina agustincasoi","Asteroidea","Valvatida",459550
"Asterina miniata ","Archipiélago de Revillagigedo",,"Asterina miniata","Asterina","miniata","Asterina miniata","Asteroidea","Valvatida",382131
"Paulia horrida ","Archipiélago de Revillagigedo",,"Paulia horrida","Paulia","horrida","Paulia horrida","Asteroidea","Valvatida",254810
"Mediaster transfuga ","Archipiélago de Revillagigedo",,"Mediaster transfuga","Mediaster","transfuga","Mediaster transfuga","Asteroidea","Valvatida",368838
"Linckia columbiae ","Archipiélago de Revillagigedo",,"Linckia columbiae","Linckia","columbiae","Linckia columbiae","Asteroidea","Valvatida",378630
"Pharia pyramidatus ","Archipiélago de Revillagigedo",,"Pharia pyramidatus","Pharia","pyramidatus","Pharia pyramidatus","Asteroidea","Valvatida",292795
"Phataria unifascialis ","Archipiélago de Revillagigedo",,"Phataria unifascialis","Phataria","unifascialis","Phataria unifascialis","Asteroidea","Valvatida",292797
"Hymenaster pentagonalis ","Archipiélago de Revillagigedo",,"Hymenaster pentagonalis","Hymenaster","pentagonalis","Hymenaster pentagonalis","Asteroidea","Velatida",369021
"Lophaster furcilliger ","Archipiélago de Revillagigedo",,"Lophaster furcilliger","Lophaster","furcilliger","Lophaster furcilliger","Asteroidea","Valvatida",292719
"Echinometra oblonga ","Archipiélago de Revillagigedo",,"Echinometra oblonga","Echinometra","oblonga","Echinometra oblonga","Echinoidea","Camarodonta",213381
"Lytechinus anamesus ","Archipiélago de Revillagigedo",,"Lytechinus anamesus","Lytechinus","anamesus","Lytechinus anamesus","Echinoidea","Camarodonta",513378
"Hesperocidaris asteriscus ","Archipiélago de Revillagigedo",,"Hesperocidaris asteriscus","Hesperocidaris","asteriscus","Hesperocidaris asteriscus","Echinoidea","Cidaroida",513321
"Hesperocidaris perplexa ","Archipiélago de Revillagigedo",,"Hesperocidaris perplexa","Hesperocidaris","perplexa","Hesperocidaris perplexa","Echinoidea","Cidaroida",513325
"Clypeaster speciosus ","Archipiélago de Revillagigedo",,"Clypeaster speciosus","Clypeaster","speciosus","Clypeaster speciosus","Echinoidea","Clypeasteroida",513197
"Astropyga pulvinata ","Archipiélago de Revillagigedo",,"Astropyga pulvinata","Astropyga","pulvinata","Astropyga pulvinata","Echinoidea","Diadematoida",513138
"Centrostephanus coronatus ","Archipiélago de Revillagigedo",,"Centrostephanus coronatus","Centrostephanus","coronatus","Centrostephanus coronatus","Echinoidea","Diadematoida",513165
"Meoma ventricosa ","Archipiélago de Revillagigedo",,"Meoma ventricosa","Meoma","ventricosa","Meoma ventricosa","Echinoidea","Spatangoida",367846
"Lovenia cordiformis ","Archipiélago de Revillagigedo",,"Lovenia cordiformis","Lovenia","cordiformis","Lovenia cordiformis","Echinoidea","Spatangoida",513372
"Euapta godeffroyi ","Archipiélago de Revillagigedo",,"Euapta godeffroyi","Euapta","godeffroyi","Euapta godeffroyi","Holothuroidea","Apodida",210968
"Holothuria arenicola ","Archipiélago de Revillagigedo",,"Holothuria arenicola","Holothuria","arenicola","Holothuria arenicola","Holothuroidea","Holothuriida",210814
"Holothuria difficilis  (LC)","Archipiélago de Revillagigedo",,"Holothuria difficilis","Holothuria","difficilis","Holothuria difficilis","Holothuroidea","Holothuriida",148752
"Holothuria fuscocinerea  (LC)","Archipiélago de Revillagigedo",,"Holothuria fuscocinerea","Holothuria","fuscocinerea","Holothuria fuscocinerea","Holothuroidea","Holothuriida",210873
"Holothuria hilla  (LC)","Archipiélago de Revillagigedo",,"Holothuria hilla","Holothuria","hilla","Holothuria hilla","Holothuroidea","Holothuriida",529402
"Holothuria imitans  (LC)","Archipiélago de Revillagigedo",,"Holothuria imitans","Holothuria","imitans","Holothuria imitans","Holothuroidea","Holothuriida",241856
"Holothuria impatiens ","Archipiélago de Revillagigedo",,"Holothuria impatiens","Holothuria","impatiens","Holothuria impatiens","Holothuroidea","Holothuriida",125185
"Holothuria kefersteini  (DD)","Archipiélago de Revillagigedo",,"Holothuria kefersteini","Holothuria","kefersteini","Holothuria kefersteini",,,
"Holothuria leucospilota  (LC)","Archipiélago de Revillagigedo",,"Holothuria leucospilota","Holothuria","leucospilota","Holothuria leucospilota","Holothuroidea","Holothuriida",210881
"Labidodemas americanum  (LC)","Archipiélago de Revillagigedo",,"Labidodemas americanum","Labidodemas","americanum","Labidodemas americanum","Holothuroidea","Holothuriida",241412
"Isostichopus badionotus  (LC)","Archipiélago de Revillagigedo",,"Isostichopus badionotus","Isostichopus","badionotus","Isostichopus badionotus","Holothuroidea","Synallactida",367868
"Cucumaria sp. ","Archipiélago de Revillagigedo",,"Cucumaria sp.",,,,,,
"Pentamera chierchia ","Archipiélago de Revillagigedo",,"Pentamera chierchia","Pentamera","chierchia","Pentamera chierchia","Holothuroidea","Dendrochirotida",529594
"Phyllophorus zacae ","Archipiélago de Revillagigedo",,"Phyllophorus zacae","Phyllophorus","zacae","Phyllophorus zacae","Holothuroidea","Dendrochirotida",529484
"Holothuria lubrica  (LC)","Archipiélago de Revillagigedo",,"Holothuria lubrica","Holothuria","lubrica","Holothuria lubrica","Holothuroidea","Holothuriida",210902
"Stichopus sp. ","Archipiélago de Revillagigedo",,"Stichopus sp.",,,,,,
"Astrodictyum panamense ","Archipiélago de Revillagigedo",,"Astrodictyum panamense","Astrodictyum","panamense","Astrodictyum panamense","Ophiuroidea","Euryalida",243191
"Astrophyton muricatum ","Archipiélago de Revillagigedo",,"Astrophyton muricatum","Astrophyton","muricatum","Astrophyton muricatum","Ophiuroidea","Euryalida",243214
"Ophiacantha diplasia ","Archipiélago de Revillagigedo",,"Ophiacantha diplasia","Ophiacantha","diplasia","Ophiacantha diplasia","Ophiuroidea","Ophiacanthida",244734
"Ophiacantha moniliformis","Archipiélago de Revillagigedo",,"Ophiacantha moniliformis","Ophiacantha","moniliformis","Ophiacantha moniliformis","Ophiuroidea","Ophiacanthida",243383
"Ophiacantha pyriformis ","Archipiélago de Revillagigedo",,"Ophiacantha pyriformis","Ophiacantha","pyriformis","Ophiacantha pyriformis","Ophiuroidea","Ophiacanthida",243402
"Ophiactis savignyi ","Archipiélago de Revillagigedo",,"Ophiactis savignyi","Ophiactis","savignyi","Ophiactis savignyi","Ophiuroidea","Amphilepidida",125122
"Ophiocoma aethiops ","Archipiélago de Revillagigedo",,"Ophiocoma aethiops","Ophiocoma","aethiops","Ophiocoma aethiops","Ophiuroidea","Ophiacanthida",243571
"Ophiocoma alexandri ","Archipiélago de Revillagigedo",,"Ophiocoma alexandri","Ophiocoma","alexandri","Ophiocoma alexandri","Ophiuroidea","Ophiacanthida",1306697
"Ophiocomella ophiactoides","Archipiélago de Revillagigedo",,"Ophiocomella ophiactoides","Ophiocomella","ophiactoides","Ophiocomella ophiactoides","Ophiuroidea","Ophiacanthida",243584
"Ophiocomella schmitti ","Archipiélago de Revillagigedo",,"Ophiocomella schmitti","Ophiocomella","schmitti","Ophiocomella schmitti","Ophiuroidea","Ophiacanthida",243585
"Ophiocomella sexradia ","Archipiélago de Revillagigedo",,"Ophiocomella sexradia","Ophiocomella","sexradia","Ophiocomella sexradia","Ophiuroidea","Ophiacanthida",213452
"Ophioderma panamensis ","Archipiélago de Revillagigedo",,"Ophioderma panamensis","Ophioderma","panamensis","Ophioderma panamensis","Ophiuroidea","Ophiacanthida",245239
"Ophioderma variegatum ","Archipiélago de Revillagigedo",,"Ophioderma variegatum","Ophioderma","variegatum","Ophioderma variegatum","Ophiuroidea","Ophiacanthida",245673
"Ophiomusium variable ","Archipiélago de Revillagigedo",,"Ophiomusium variable","Ophiomusium","variable","Ophiomusium variable","Ophiuroidea","Ophiurida",1062561
"Ophiuroconis bispinosa ","Archipiélago de Revillagigedo",,"Ophiuroconis bispinosa","Ophiuroconis","bispinosa","Ophiuroconis bispinosa","Ophiuroidea","Ophioscolecida",244328
"Ophionereis annulata ","Archipiélago de Revillagigedo",,"Ophionereis annulata","Ophionereis","annulata","Ophionereis annulata","Ophiuroidea","Amphilepidida",243877
"Ophionereis dictyota ","Archipiélago de Revillagigedo",,"Ophionereis dictyota","Ophionereis","dictyota","Ophionereis dictyota","Ophiuroidea","Amphilepidida",243877
"Ophiothrix galapagensis ","Archipiélago de Revillagigedo",,"Ophiothrix galapagensis","Ophiothrix","galapagensis","Ophiothrix galapagensis","Ophiuroidea","Amphilepidida",244112
"Barbatia bailyi ","Archipiélago de Revillagigedo",,"Barbatia bailyi","Barbatia","bailyi","Barbatia bailyi",,,
"Arca mutabilis ","Archipiélago de Revillagigedo",,"Arca mutabilis","Arca","mutabilis","Arca mutabilis","Bivalvia","Arcida",1548269
"Arca solida ","Archipiélago de Revillagigedo",,"Arca solida","Arca","solida","Arca solida",,,
